Start,Stop,Rate
5950001,6000000,1.5e-08
6000001,6050000,1.5e-08
6050001,6100000,1.5e-08
6100001,6150000,1.5e-08
6150001,6200000,1.5e-08
6200001,6250000,1.5e-08
6250001,6300000,1.5e-08
6300001,6350000,1.5e-08
6350001,6400000,1.5e-08
6400001,6450000,1.5e-08
6450001,6500000,1.5e-08
6500001,6550000,1.5e-08
6550001,6600000,1.5e-08
6600001,6650000,1.5e-08
6650001,6700000,1.5e-08
6700001,6750000,1.5e-08
6750001,6800000,1.5e-08
6800001,6850000,1.5e-08
6850001,6900000,1.5e-08
6900001,6950000,1.5e-08
6950001,7000000,1.5e-08
7000001,7050000,1.5e-08
7050001,7100000,1.5e-08
7100001,7150000,1.5e-08
7150001,7200000,1.5e-08
7200001,7250000,1.5e-08
7250001,7300000,1.5e-08
7300001,7350000,1.5e-08
7350001,7400000,1.5e-08
7400001,7450000,1.5e-08
7450001,7500000,1.5e-08
7500001,7550000,1.5e-08
7550001,7600000,1.5e-08
7600001,7650000,1.5e-08
7650001,7700000,1.5e-08
7700001,7750000,1.5e-08
7750001,7800000,1.5e-08
7800001,7850000,1.5e-08
7850001,7900000,1.5e-08
7900001,7950000,1.5e-08
7950001,8000000,1.5e-08
8000001,8050000,1.5e-08
8050001,8100000,1.5e-08
8100001,8150000,1.5e-08
8150001,8200000,1.5e-08
8200001,8250000,1.5e-08
8250001,8300000,1.5e-08
8300001,8350000,1.5e-08
8350001,8400000,1.5e-08
8400001,8450000,1.5e-08
8450001,8500000,1.5e-08
8500001,8550000,1.5e-08
8550001,8600000,1.5e-08
8600001,8650000,1.5e-08
8650001,8700000,1.5e-08
8700001,8750000,1.5e-08
8750001,8800000,1.5e-08
8800001,8850000,1.5e-08
8850001,8900000,1.5e-08
8900001,8950000,1.5e-08
8950001,9000000,1.5e-08
9000001,9050000,1.5e-08
9050001,9100000,1.5e-08
9100001,9150000,1.5e-08
9150001,9200000,1.5e-08
9200001,9250000,1.5e-08
9250001,9300000,1.5e-08
9300001,9350000,1.5e-08
9350001,9400000,1.5e-08
9400001,9450000,1.5e-08
9450001,9500000,1.5e-08
9500001,9550000,1.5e-08
9550001,9600000,1.5e-08
9600001,9650000,1.5e-08
9650001,9700000,1.5e-08
9700001,9750000,1.5e-08
9750001,9800000,1.5e-08
9800001,9850000,1.5e-08
9850001,9900000,1.5e-08
9900001,9950000,1.5e-08
9950001,10000000,1.5e-08
10000001,10050000,1e-09
10050001,10100000,1e-09
10100001,10150000,1e-09
10150001,10200000,1e-09
10200001,10250000,1e-09
10250001,10300000,1e-09
10300001,10350000,1e-09
10350001,10400000,1e-09
10400001,10450000,1e-09
10450001,10500000,1e-09
10500001,10550000,1e-09
10550001,10600000,1e-09
10600001,10650000,1e-09
10650001,10700000,1e-09
10700001,10750000,1e-09
10750001,10800000,1e-09
10800001,10850000,1e-09
10850001,10900000,1e-09
10900001,10950000,1e-09
10950001,11000000,1e-09
11000001,11050000,1e-09
11050001,11100000,1e-09
11100001,11150000,1e-09
11150001,11200000,1e-09
11200001,11250000,1e-09
11250001,11300000,1e-09
11300001,11350000,1e-09
11350001,11400000,1e-09
11400001,11450000,1e-09
11450001,11500000,1e-09
11500001,11550000,1e-09
11550001,11600000,1e-09
11600001,11650000,1e-09
11650001,11700000,1e-09
11700001,11750000,1e-09
11750001,11800000,1e-09
11800001,11850000,1e-09
11850001,11900000,1e-09
11900001,11950000,1e-09
11950001,12000000,1e-09
12000001,12050000,1e-09
12050001,12100000,1e-09
12100001,12150000,1e-09
12150001,12200000,1e-09
12200001,12250000,1e-09
12250001,12300000,1e-09
12300001,12350000,1e-09
12350001,12400000,1e-09
12400001,12450000,1e-09
12450001,12500000,1e-09
12500001,12550000,1e-09
12550001,12600000,1e-09
12600001,12650000,1e-09
12650001,12700000,1e-09
12700001,12750000,1e-09
12750001,12800000,1e-09
12800001,12850000,1e-09
12850001,12900000,1e-09
12900001,12950000,1e-09
12950001,13000000,1e-09
13000001,13050000,1e-09
13050001,13100000,1e-09
13100001,13150000,1e-09
13150001,13200000,1e-09
13200001,13250000,1e-09
13250001,13300000,1e-09
13300001,13350000,1e-09
13350001,13400000,1e-09
13400001,13450000,1e-09
13450001,13500000,1e-09
13500001,13550000,1e-09
13550001,13600000,1e-09
13600001,13650000,1e-09
13650001,13700000,1e-09
13700001,13750000,1e-09
13750001,13800000,1e-09
13800001,13850000,1e-09
13850001,13900000,1e-09
13900001,13950000,1e-09
13950001,14000000,1e-09
14000001,14050000,1e-09
14050001,14100000,1e-09
14100001,14150000,1e-09
14150001,14200000,1e-09
14200001,14250000,1e-09
14250001,14300000,1e-09
14300001,14350000,1e-09
14350001,14400000,1e-09
14400001,14450000,1e-09
14450001,14500000,1e-09
14500001,14550000,1e-09
14550001,14600000,1e-09
14600001,14650000,1e-09
14650001,14700000,1e-09
14700001,14750000,1e-09
14750001,14800000,1e-09
14800001,14850000,1e-09
14850001,14900000,1e-09
14900001,14950000,1e-09
14950001,15000000,1e-09
15000001,15050000,1.5e-08
15050001,15100000,1.5e-08
15100001,15150000,1.5e-08
15150001,15200000,1.5e-08
15200001,15250000,1.5e-08
15250001,15300000,1.5e-08
15300001,15350000,1.5e-08
15350001,15400000,1.5e-08
15400001,15450000,1.5e-08
15450001,15500000,1.5e-08
15500001,15550000,1.5e-08
15550001,15600000,1.5e-08
15600001,15650000,1.5e-08
15650001,15700000,1.5e-08
15700001,15750000,1.5e-08
15750001,15800000,1.5e-08
15800001,15850000,1.5e-08
15850001,15900000,1.5e-08
15900001,15950000,1.5e-08
15950001,16000000,1.5e-08
16000001,16050000,1.5e-08
16050001,16100000,1.5e-08
16100001,16150000,1.5e-08
16150001,16200000,1.5e-08
16200001,16250000,1.5e-08
16250001,16300000,1.5e-08
16300001,16350000,1.5e-08
16350001,16400000,1.5e-08
16400001,16450000,1.5e-08
16450001,16500000,1.5e-08
16500001,16550000,1.5e-08
16550001,16600000,1.5e-08
16600001,16650000,1.5e-08
16650001,16700000,1.5e-08
16700001,16750000,1.5e-08
16750001,16800000,1.5e-08
16800001,16850000,1.5e-08
16850001,16900000,1.5e-08
16900001,16950000,1.5e-08
16950001,17000000,1.5e-08
17000001,17050000,1.5e-08
17050001,17100000,1.5e-08
17100001,17150000,1.5e-08
17150001,17200000,1.5e-08
17200001,17250000,1.5e-08
17250001,17300000,1.5e-08
17300001,17350000,1.5e-08
17350001,17400000,1.5e-08
17400001,17450000,1.5e-08
17450001,17500000,1.5e-08
17500001,17550000,1.5e-08
17550001,17600000,1.5e-08
17600001,17650000,1.5e-08
17650001,17700000,1.5e-08
17700001,17750000,1.5e-08
17750001,17800000,1.5e-08
17800001,17850000,1.5e-08
17850001,17900000,1.5e-08
17900001,17950000,1.5e-08
17950001,18000000,1.5e-08
18000001,18050000,1.5e-08
18050001,18100000,1.5e-08
18100001,18150000,1.5e-08
18150001,18200000,1.5e-08
18200001,18250000,1.5e-08
18250001,18300000,1.5e-08
18300001,18350000,1.5e-08
18350001,18400000,1.5e-08
18400001,18450000,1.5e-08
18450001,18500000,1.5e-08
18500001,18550000,1.5e-08
18550001,18600000,1.5e-08
18600001,18650000,1.5e-08
18650001,18700000,1.5e-08
18700001,18750000,1.5e-08
18750001,18800000,1.5e-08
18800001,18850000,1.5e-08
18850001,18900000,1.5e-08
18900001,18950000,1.5e-08
18950001,19000000,1.5e-08
19000001,19050000,1.5e-08
19050001,19100000,1.5e-08
19100001,19150000,1.5e-08
19150001,19200000,1.5e-08
19200001,19250000,1.5e-08
19250001,19300000,1.5e-08
19300001,19350000,1.5e-08
19350001,19400000,1.5e-08
19400001,19450000,1.5e-08
19450001,19500000,1.5e-08
19500001,19550000,1.5e-08
19550001,19600000,1.5e-08
19600001,19650000,1.5e-08
19650001,19700000,1.5e-08
19700001,19750000,1.5e-08
19750001,19800000,1.5e-08
19800001,19850000,1.5e-08
19850001,19900000,1.5e-08
19900001,19950000,1.5e-08
19950001,20000000,1.5e-08
20000001,20050000,1e-09
20050001,20100000,1e-09
20100001,20150000,1e-09
20150001,20200000,1e-09
20200001,20250000,1e-09
20250001,20300000,1e-09
20300001,20350000,1e-09
20350001,20400000,1e-09
20400001,20450000,1e-09
20450001,20500000,1e-09
20500001,20550000,1e-09
20550001,20600000,1e-09
20600001,20650000,1e-09
20650001,20700000,1e-09
20700001,20750000,1e-09
20750001,20800000,1e-09
20800001,20850000,1e-09
20850001,20900000,1e-09
20900001,20950000,1e-09
20950001,21000000,1e-09
21000001,21050000,1e-09
21050001,21100000,1e-09
21100001,21150000,1e-09
21150001,21200000,1e-09
21200001,21250000,1e-09
21250001,21300000,1e-09
21300001,21350000,1e-09
21350001,21400000,1e-09
21400001,21450000,1e-09
21450001,21500000,1e-09
21500001,21550000,1e-09
21550001,21600000,1e-09
21600001,21650000,1e-09
21650001,21700000,1e-09
21700001,21750000,1e-09
21750001,21800000,1e-09
21800001,21850000,1e-09
21850001,21900000,1e-09
21900001,21950000,1e-09
21950001,22000000,1e-09
22000001,22050000,1e-09
22050001,22100000,1e-09
22100001,22150000,1e-09
22150001,22200000,1e-09
22200001,22250000,1e-09
22250001,22300000,1e-09
22300001,22350000,1e-09
22350001,22400000,1e-09
22400001,22450000,1e-09
22450001,22500000,1e-09
22500001,22550000,1e-09
22550001,22600000,1e-09
22600001,22650000,1e-09
22650001,22700000,1e-09
22700001,22750000,1e-09
22750001,22800000,1e-09
22800001,22850000,1e-09
22850001,22900000,1e-09
22900001,22950000,1e-09
22950001,23000000,1e-09
23000001,23050000,1e-09
23050001,23100000,1e-09
23100001,23150000,1e-09
23150001,23200000,1e-09
23200001,23250000,1e-09
23250001,23300000,1e-09
23300001,23350000,1e-09
23350001,23400000,1e-09
23400001,23450000,1e-09
23450001,23500000,1e-09
23500001,23550000,1e-09
23550001,23600000,1e-09
23600001,23650000,1e-09
23650001,23700000,1e-09
23700001,23750000,1e-09
23750001,23800000,1e-09
23800001,23850000,1e-09
23850001,23900000,1e-09
23900001,23950000,1e-09
23950001,24000000,1e-09
24000001,24050000,1e-09
24050001,24100000,1e-09
24100001,24150000,1e-09
24150001,24200000,1e-09
24200001,24250000,1e-09
24250001,24300000,1e-09
24300001,24350000,1e-09
24350001,24400000,1e-09
24400001,24450000,1e-09
24450001,24500000,1e-09
24500001,24550000,1e-09
24550001,24600000,1e-09
24600001,24650000,1e-09
24650001,24700000,1e-09
24700001,24750000,1e-09
24750001,24800000,1e-09
24800001,24850000,1e-09
24850001,24900000,1e-09
24900001,24950000,1e-09
24950001,25000000,1e-09
25000001,25050000,1.5e-08
25050001,25100000,1.5e-08
25100001,25150000,1.5e-08
25150001,25200000,1.5e-08
25200001,25250000,1.5e-08
25250001,25300000,1.5e-08
25300001,25350000,1.5e-08
25350001,25400000,1.5e-08
25400001,25450000,1.5e-08
25450001,25500000,1.5e-08
25500001,25550000,1.5e-08
25550001,25600000,1.5e-08
25600001,25650000,1.5e-08
25650001,25700000,1.5e-08
25700001,25750000,1.5e-08
25750001,25800000,1.5e-08
25800001,25850000,1.5e-08
25850001,25900000,1.5e-08
25900001,25950000,1.5e-08
25950001,26000000,1.5e-08
26000001,26050000,1.5e-08
26050001,26100000,1.5e-08
26100001,26150000,1.5e-08
26150001,26200000,1.5e-08
26200001,26250000,1.5e-08
26250001,26300000,1.5e-08
26300001,26350000,1.5e-08
26350001,26400000,1.5e-08
26400001,26450000,1.5e-08
26450001,26500000,1.5e-08
26500001,26550000,1.5e-08
26550001,26600000,1.5e-08
26600001,26650000,1.5e-08
26650001,26700000,1.5e-08
26700001,26750000,1.5e-08
26750001,26800000,1.5e-08
26800001,26850000,1.5e-08
26850001,26900000,1.5e-08
26900001,26950000,1.5e-08
26950001,27000000,1.5e-08
27000001,27050000,1.5e-08
27050001,27100000,1.5e-08
27100001,27150000,1.5e-08
27150001,27200000,1.5e-08
27200001,27250000,1.5e-08
27250001,27300000,1.5e-08
27300001,27350000,1.5e-08
27350001,27400000,1.5e-08
27400001,27450000,1.5e-08
27450001,27500000,1.5e-08
27500001,27550000,1.5e-08
27550001,27600000,1.5e-08
27600001,27650000,1.5e-08
27650001,27700000,1.5e-08
27700001,27750000,1.5e-08
27750001,27800000,1.5e-08
27800001,27850000,1.5e-08
27850001,27900000,1.5e-08
27900001,27950000,1.5e-08
27950001,28000000,1.5e-08
28000001,28050000,1.5e-08
28050001,28100000,1.5e-08
28100001,28150000,1.5e-08
28150001,28200000,1.5e-08
28200001,28250000,1.5e-08
28250001,28300000,1.5e-08
28300001,28350000,1.5e-08
28350001,28400000,1.5e-08
28400001,28450000,1.5e-08
28450001,28500000,1.5e-08
28500001,28550000,1.5e-08
28550001,28600000,1.5e-08
28600001,28650000,1.5e-08
28650001,28700000,1.5e-08
28700001,28750000,1.5e-08
28750001,28800000,1.5e-08
28800001,28850000,1.5e-08
28850001,28900000,1.5e-08
28900001,28950000,1.5e-08
28950001,29000000,1.5e-08
29000001,29050000,1.5e-08
29050001,29100000,1.5e-08
29100001,29150000,1.5e-08
29150001,29200000,1.5e-08
29200001,29250000,1.5e-08
29250001,29300000,1.5e-08
29300001,29350000,1.5e-08
29350001,29400000,1.5e-08
29400001,29450000,1.5e-08
29450001,29500000,1.5e-08
29500001,29550000,1.5e-08
29550001,29600000,1.5e-08
29600001,29650000,1.5e-08
29650001,29700000,1.5e-08
29700001,29750000,1.5e-08
29750001,29800000,1.5e-08
29800001,29850000,1.5e-08
29850001,29900000,1.5e-08
29900001,29950000,1.5e-08
29950001,30000000,1.5e-08
